subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ma_pa_ 1999_09_04_963_f 595 3 1 0 18 45 -45 NORESP 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 3000 30-May-2019 09:30:59 4.177726e+02 -4.966854e+02 0 1
ma_pa_ 1999_09_04_963_f 595 3 2 0 54 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 1288 30-May-2019 09:31:03 -2.727628e+01 -5.045284e+01 0 0
ma_pa_ 1999_09_04_963_f 595 3 3 0 58 45 -45 left 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 2076 30-May-2019 09:31:07 -2.245473e+02 -2.993252e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 4 0 30 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/4_noeffect.mov 1626 30-May-2019 09:31:25 2.698003e+02 1.245562e+02 0 1
ma_pa_ 1999_09_04_963_f 595 3 5 0 39 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 984 30-May-2019 09:31:29 4.761950e+02 3.224456e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 6 0 76 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1514 30-May-2019 09:31:32 3.303358e+02 1.840104e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 7 0 20 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 911 30-May-2019 09:31:36 -4.889606e+02 -4.814124e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 8 0 16 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 1764 30-May-2019 09:32:01 2.746034e+02 -1.444846e+02 0 1
ma_pa_ 1999_09_04_963_f 595 3 9 0 10 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 784 30-May-2019 09:32:05 -1.595680e+02 2.100730e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 10 0 72 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 828 30-May-2019 09:32:08 1.806299e+02 -2.536167e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 11 0 74 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 1100 30-May-2019 09:32:11 4.083115e+02 1.131522e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 12 0 53 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 762 30-May-2019 09:32:30 -6.600364e+01 2.280340e+02 0 1
ma_pa_ 1999_09_04_963_f 595 3 13 0 34 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 805 30-May-2019 09:32:33 3.251219e+02 1.196093e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 14 0 56 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 927 30-May-2019 09:32:37 2.856316e+02 -1.629285e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 15 0 21 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/3_noeffect.mov 780 30-May-2019 09:32:40 -5.484631e+01 -4.405384e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 16 0 44 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/6_noeffect.mov 1421 30-May-2019 09:32:55 3.733380e+02 2.506362e+02 0 1
ma_pa_ 1999_09_04_963_f 595 3 17 0 40 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 618 30-May-2019 09:32:58 1.452369e+00 4.079290e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 18 0 5 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/1_noeffect.mov 752 30-May-2019 09:33:01 1.889931e+02 3.682926e+02 0 0
ma_pa_ 1999_09_04_963_f 595 3 19 0 55 -45 45 right 0 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 438 30-May-2019 09:33:04 7.192880e+01 -2.438837e+02 0 0
