subject_name subjectNumber block iTrial unshuffled_trial targetOrientation flankersOrientation response correct onscreen_stim_duration magicShows rt date time_of_day deltaX deltaY surpriseClip isClipTrial isSurprise
ch_te_ 1996_08_04_090_f 776 3 1 0 53 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 641 16-Apr-2019 12:39:52 -4.677199e+02 1.042072e+02 0 1
ch_te_ 1996_08_04_090_f 776 3 2 0 66 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 589 16-Apr-2019 12:39:55 1.373778e+02 3.124933e+02 0 0
ch_te_ 1996_08_04_090_f 776 3 3 0 60 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 506 16-Apr-2019 12:39:57 3.173589e+02 -1.621407e+02 0 0
ch_te_ 1996_08_04_090_f 776 3 4 0 65 45 45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/9_noeffect.mov 639 16-Apr-2019 12:40:19 5.368515e+01 -1.855585e+02 0 1
ch_te_ 1996_08_04_090_f 776 3 5 0 64 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 598 16-Apr-2019 12:40:22 -2.606786e+02 -1.342024e+02 0 0
ch_te_ 1996_08_04_090_f 776 3 6 0 40 -45 -45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 471 16-Apr-2019 12:40:25 4.032170e+00 -1.664279e+02 0 0
ch_te_ 1996_08_04_090_f 776 3 7 0 58 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/8_noeffect.mov 598 16-Apr-2019 12:40:28 -4.492057e+02 -5.267121e+01 0 0
ch_te_ 1996_08_04_090_f 776 3 8 0 34 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/5_noeffect.mov 627 16-Apr-2019 12:40:44 5.160670e+01 3.656812e+02 0 1
ch_te_ 1996_08_04_090_f 776 3 9 0 51 -45 45 left 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/7_noeffect.mov 552 16-Apr-2019 12:40:47 -4.551056e+02 4.290924e+02 0 0
ch_te_ 1996_08_04_090_f 776 3 10 0 14 45 -45 right 1 3 /Users/lab/Documents/experiments/2019/surprise/stim/2_noeffect.mov 563 16-Apr-2019 12:40:50 -1.088265e+02 3.396172e+02 0 0
